index,User,Video Title,Comment (Actual),Comment Author Counts,Comment Seg,Polarity,Comment Length,Worth Word Ratio,PCA1,PCA2,PCA3
246143,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,Opening the bottomless pit as the goddess Shiva does the dance of destruction above,1,open bottomless pit goddess shiva danc destruct,0.778,14,0.643,-0.35533491,0.03429778,0.22158041
261584,Physics Girl,The Surprising Ways Mars is Hostile to Life,"""No geological activity"", ""solid core"", ""solar system's biggest volcano"", so which is it?",3,geolog activ solid core solar system biggest volcano,0.851,23,0.391,-0.76993667,0.39006417,0.10366694
330678,Physics Girl,Can you solve the MAGNET RIDDLE? ft YouTube CEO Susan Wojcicki,"For the metal bars:
With a string:
Tie the string around one metal bar and see if it is affected by earth's magnetic field
With a mallet:
By hitting the metal very hard, you can both add and remove a magnetic field from iron (I believe ""Magnetism in iron as a function of pressure"" by Gerd Steinle-Neumann, R E Cohen and Lars Stixrude is this effect)
With the file:
File off some metal off both bars into 4 piles (2 of each) and test each bar against one of each bar.",2,metal bar string tie string around one metal bar see affect earth magnet field mallet hit metal hard add remov magnet field iron believ magnet iron function pressur gerd steinleneumann r e cohen lar stixrud effect file file metal bar 4 pile 2 test bar one bar,0.936,104,0.452,-1.72820927,-0.22869439,0.29033357
213331,Physics Girl,This result could change physics forever,Then what about String theory ?,1,string theori,1.0,5,0.2,1.45711815,-0.08918066,0.06002908
98214,neo,Why Saudi Arabia Is Building a Linear City,This is some NWO type stuff,1,nwo type stuff,1.0,6,0.833,1.89574129,-0.74886836,0.1115304
113502,Physics Girl,An Update On Dianna's Health,Thanks!,1,thank,1.0,1,1.0,4.41359788,0.04506559,-0.46314644
84516,neo,Why Egypt Is Building a New Capital City,"Dreadful. A massive war complex that is the wet dream of the generals who seized power, based on American militarism. Oh and an Ankh, ya know - 'cos it's Egypt. I hope the ""unknown soldier"" (a bit redundant) monument has room for expansion.",1,dread massiv war complex wet dream gener seiz power base american militar oh ankh ya know co egypt hope unknown soldier bit redund monument room expans,0.857,50,0.54,-1.52434638,-0.19643966,0.19798946
283078,Physics Girl,How to Make a SQUARE Vortex Ring! ft. 3blue1brown,3blue1brown is the BEST YouTube channel in existance!! I’m so jealous you got to work with him.,2,3blue1brown best youtub channel exist im jealou got work,0.841,19,0.368,-0.59265838,-0.05296983,0.05926183
69867,neo,What Happens to Plastic in the Ocean?,They tryna make bridge effortlessly,2,tryna make bridg effortlessli,1.0,5,0.2,0.64297057,0.33431375,0.28664379
242357,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,We don't see antimatter because we aren't meant to see it. We shouldn't be playing with things like that. It's not meant for humans.,1,dont see antimatt arent meant see shouldnt play thing like meant human,0.939,28,0.107,-0.46591901,0.84187792,-0.2224017
64510,neo,Which Building Is Taller?,Petronas towers malaysia better,2,petrona tower malaysia better,1.0,4,0.75,1.35804067,0.20246848,0.46343611
344969,Physics Girl,Why Hawaii's volcano is so UNUSUAL,"Feels strange to be commenting on a video from 2017 today, but maybe someone else came here after seeing this video referenced in Diana's most recent vid about a mud puddle...
Anyway, I feel like there's a bit of circular reasoning (or perhaps confirmation bias) happening in that last statement at 7:37.  ""You take the distance between the Hawaiian islands and their known ages and you can calculate their velocity.  It's the same velocity we measure with GPS now.""  Geologic ages are not so much known as selected from various ranges that radiometric dating methods seem to offer up.  That being the case, seems like it would be very easy for scientists look at the offerings and select the dates that best fit the ages expected based on current velocity.  Am I missing something?  Do geologists have other ways to corroborate the ""known"" ages?",4,feel strang comment video 2017 today mayb someon els came see video referenc diana recent vid mud puddl anyway feel like there bit circular reason perhap confirm bia happen last statement 737 take distanc hawaiian island known age calcul veloc veloc measur gp geolog age much known select variou rang radiometr date method seem offer case seem like would easi scientist look offer select date best fit age expect base current veloc miss someth geologist way corrobor known age,0.973,157,0.376,-1.74090224,-0.13446868,0.00152923
203383,Physics Girl,World's Only Moving Mud Puddle,We c u Charlie Slimecicle,1,c u charli slimecicl,1.0,5,0.6,-0.34197583,-0.45362487,0.33395185
17487,Cleo Abram,The REAL Fight Over AI Art,"I sorta feel the same as a transtator (you know, it's never been easier before)",1,sorta feel transtat know never easier,0.837,19,0.263,0.12795172,0.18975142,-0.42852834
119331,Physics Girl,An Update On Dianna's Health,"You will come back, it's just the matter of time, don't worry stay there stay strong, I'm with you, all of us are with you ...... Forever 
Happy recovering 
💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜",1,come back matter time dont worri stay stay strong im us forev happi recov,1.0,37,0.189,-0.77568066,0.62994221,-0.16131516
54321,neo,This Map Shows Things You Normally Can’t See on a Map,North Korea literally has nothing,1,north korea liter noth,1.0,5,0.6,1.44844146,-0.27778917,0.4974771
298032,Physics Girl,Bandaids Glow when Opening?! | EVERYDAY MYSTERIES,"Thanks for the ""Bunch of scientific articles listed in the description""! (2:13)

Sometimes it's nice to just sit back and read about things.",7,thank bunch scientif articl list descript 213 sometim nice sit back read thing,1.0,28,0.357,-0.66040293,0.92436111,0.297787
338648,Physics Girl,This crystal can split light particles,I just realized you have the same name as wonder woman,2,realiz name wonder woman,1.0,11,0.455,2.29371555,-0.20896637,-0.03072267
365068,Physics Girl,Should you go to Mars? ft Bill Nye,"""life support systems, and you need....""

*""Tang""*",3,life support system need tang,1.0,15,0.467,0.6616145,-0.24239564,0.21728633
283592,Physics Girl,How to Make a SQUARE Vortex Ring! ft. 3blue1brown,"Wild guess, but since you guys are doing the squares in smoke, I say circle. Circles are a ""natural form"" for fluids with lots of space to form in to. I guess that even after going through a squared cannon, it will tend to form a circle.",5,wild guess sinc guy squar smoke say circl circl natur form fluid lot space form guess even go squar cannon tend form circl,1.0,52,0.365,-1.26477357,0.16795168,0.20741821
91218,neo,India’s $2.7 Billion Capital Project Explained,Map of India is wrong at 1:16 please make it correct or edit that part.,1,map india wrong 116 pleas make correct edit part,0.832,15,0.4,-0.1835316,-0.71901018,-0.31231073
14691,Cleo Abram,Space doesn't look like that,Let me simplify it even further the reason you can’t see the pillars of creation is because they were images with infrared and x-ray wavelengths of light which are not visible to the human eye,1,let simplifi even reason cant see pillar creation imag infrar xray wavelength light visibl human eye,1.0,37,0.405,-1.39834617,-0.03532274,-0.0302678
339755,Physics Girl,SPOOL RIDDLE - Which way will it roll?,I guess it won't move since the forces of tension and friction would be the same.,1,guess wont move sinc forc tension friction would,0.859,17,0.353,-0.64242253,0.03132273,-0.12888488
307592,Physics Girl,Crazy tic tac bounce!? | EVERYDAY MYSTERIES,"I wonder how are you now, with the lock down / Stay at home order?",2,wonder lock stay home order,1.0,16,0.375,0.97719378,-0.01178636,0.19897815
320465,Physics Girl,How I broke a wine glass with my VOICE (using science!),"Me a boy in puberty with voice changes:tries to make the same sound


*walrus sounds intensifies*",1,boy puberti voic changestri make sound walru sound intensifi,1.0,20,0.6,-1.2846931,-0.79638614,-0.27482142
80195,neo,How the World Trade Center Was Rebuilt,It’s a shame that the final design or the freedom tower was the worst design of the examples given.,1,shame final design freedom tower worst design exampl given,0.727,21,0.619,-0.61588417,-0.371865,0.04475352
241216,Physics Girl,How the Edge of Our Galaxy Defies Known Physics,"Hello Phycis girl, can you explain why galaxy is spinning way faster than they should be able to according to the laws of physics? How can we say that it should only can just spin in this speed and should not spin faster? Thanks.",1,hello phyci girl explain galaxi spin way faster abl accord law physic say spin speed spin faster thank,0.94,45,0.267,-1.27724971,0.02243751,-0.0018387
155028,Physics Girl,99 Years Later... We Solved It,nice tea cup,4,nice tea cup,1.0,3,1.0,1.94970995,0.68964104,-0.12306882
160968,Physics Girl,99 Years Later... We Solved It,Oooh this story rocks!,1,oooh stori rock,1.0,4,0.75,1.27389793,0.24891655,0.20018296
103238,neo,Why Saudi Arabia Is Building a Linear City,A lot of people had to be displaced for this. I’m not a fan.,1,lot peopl displac im fan,0.849,16,0.375,-0.46299606,-0.31655795,0.15296473
323844,Physics Girl,I built an acoustic LEVITATOR! Making liquid float on air,It's neat!,4,neat,1.0,3,0.333,4.21316762,-0.33863314,-0.18528117
210360,Physics Girl,This result could change physics forever,Scientists should pretty much always know that there might be something they don't yet know.,2,scientist pretti much alway know might someth dont yet know,1.0,16,0.188,-0.69975149,0.71170329,-0.17971545
353227,Physics Girl,Can you solve these physics riddles? ft Simone Giertz - Part 1/3,"Heavier one.
Since gravity pulls heavy things with more force, to be at terminal velocity it must have an higher air resistance force to equal the higher gravity force.",5,heavier one sinc graviti pull heavi thing forc termin veloc must higher air resist forc equal higher graviti forc,1.0,30,0.6,-1.43183736,-0.12315665,-0.0475241
24417,Cleo Abram,Why Elon Musk is really building Starlink,shout out to Joan Educate. I feel Educated.,1,shout joan educ feel educ,1.0,8,0.375,0.09740191,-0.56393415,0.55686246
15704,Cleo Abram,Doing a FLIP in an open cockpit plane,"i am so sorry i was just kidding, I have got penalty of time before leaving.",54,sorri kid got penalti time leav,0.7130000000000001,17,0.294,-0.49620142,0.1652418,-0.15118706
268120,Physics Girl,Why are there giant concrete tunnels in the desert?,how strong do you think vacuum is..lol,1,strong think vacuum islol,1.0,9,0.444,0.77165973,-1.02412555,-0.0613269
12253,Cleo Abram,WE DID NUCLEAR FUSION,Please build the primer fusion device!,1,pleas build primer fusion devic,1.0,6,0.833,-0.25912466,-0.49526902,0.328669
76376,neo,What Does the Moon Landing Site Look Like Today?,It looks like the same lot in the back of universe studios they used to film it.,3,look like lot back univers studio use film,1.0,17,0.471,-0.74159109,-0.02576629,-0.21602552
150282,Physics Girl,It missed us by 9 days,Faraday Cage is the only protection and unplugging won't guarantee protection as see with the Carrington event.,3,faraday cage protect unplug wont guarante protect see carrington event,0.902,18,0.611,-0.57643666,-0.23701465,0.46945504
37690,Jet Lag: The Game,Playing A 72 Hr Game of Tag Across Europe - Finale,I want to see the full unedited version of Adam walking as a bonus video,1,want see full unedit version adam walk bonu video,1.0,15,0.533,-0.43174215,-0.22881132,0.02240187
23676,Cleo Abram,The Big Misconception About Clean Energy,Just came here from your video with Johnny Harris.,2,came video johnni harri,1.0,9,0.333,0.11299614,-0.66098057,0.4318064
260874,Physics Girl,The Surprising Ways Mars is Hostile to Life,"Wow a girl that likes lego space, rockets, mars & cuddles frogs that's the rarest thing in the universe ""Oh"" to be 12 again. Great channel to encourage more people to go into physics.",8,wow girl like lego space rocket mar cuddl frog that rarest thing univers oh 12 great channel encourag peopl go physic,1.0,39,0.462,-1.02000685,0.25873161,0.23163522
15475,Cleo Abram,Space doesn't look like that,"""Transposed""

As opposed to ""translated"".
☺️",1,transpos oppos translat,1.0,10,0.0,0.86546072,0.90307032,-0.18379403
173773,Physics Girl,It's Official: We Were WRONG About the Big Bang,"Nope, you lost me on this one!",3,nope lost one,1.0,8,0.25,2.1994578,-0.52005357,-0.65565294
